기업명	기업코드	ESG등급	환경	사회	지배구조	평가년도
제이준코스메틱	25620	1	1	1	2	2022
제이준코스메틱	25620	1	1	1	1	2023
제이준코스메틱	25620	1	1	1	1	2024
제이콘텐트리	36420	3	1	3	3	2020
제이콘텐트리	36420	2	1	3	2	2021
제일기획	30000	4	1	5	4	2020
제일기획	30000	4	2	5	4	2021
제일기획	30000	5	4	5	5	2022
제일기획	30000	5	5	6	5	2023
제일기획	30000	5	5	6	5	2024
제일약품	271980	2	1	3	3	2020
제일약품	271980	2	1	3	3	2021
제일약품	271980	1	1	1	1	2022
제일약품	271980	2	2	4	1	2023
제일약품	271980	2	2	4	1	2024
제일연마	1560	2	2	2	3	2020
제일연마	1560	2	2	2	4	2021
제일연마	1560	2	1	1	4	2022
제일연마	1560	2	2	1	3	2023
제일연마	1560	2	2	1	4	2024
제일파마홀딩스	2620	3	1	3	3	2020
제일파마홀딩스	2620	3	1	3	3	2021
제일파마홀딩스	2620	1	1	1	1	2022
제일파마홀딩스	2620	2	2	4	1	2023
제일파마홀딩스	2620	2	2	4	2	2024
제주항공	89590	3	2	4	4	2020
제주항공	89590	4	3	4	4	2021
제주항공	89590	3	2	4	4	2022
제주항공	89590	5	5	6	4	2023
제주항공	89590	5	6	6	4	2024
젬백스	82270	1	1	2	1	2020
젬백스	82270	1	1	1	1	2022
젬백스	82270	1	2	1	1	2023
젬백스	82270	1	2	2	1	2024
조광페인트	4910	2	2	3	3	2020
조광페인트	4910	3	3	4	3	2021
조광페인트	4910	2	2	2	2	2022
조광페인트	4910	2	2	3	2	2023
조광페인트	4910	4	4	5	3	2024
조광피혁	4700	2	1	2	3	2020
조광피혁	4700	2	1	2	3	2021
조광피혁	4700	2	1	1	3	2022
조광피혁	4700	2	1	1	3	2023
조광피혁	4700	2	1	1	3	2024
조비	1550	2	1	3	3	2020
조비	1550	2	1	2	3	2021
조비	1550	1	1	1	1	2022
조비	1550	1	1	1	1	2023
조비	1550	1	1	1	1	2024
조선내화	480	2	3	3	2	2020
조선내화	480	3	3	3	3	2021
조선내화	480	1	2	2	1	2022
조선선재	120030	2	1	2	4	2020
조선선재	120030	2	1	2	4	2021
조선선재	120030	1	1	1	2	2022
조선선재	120030	1	1	1	1	2023
조선선재	120030	1	1	1	2	2024
조일알미늄	18470	3	3	2	3	2020
조일알미늄	18470	3	3	2	4	2021
조일알미늄	18470	2	2	2	3	2022
조일알미늄	18470	2	2	2	3	2023
조일알미늄	18470	2	2	1	3	2024
조흥	2600	3	3	2	3	2020
조흥	2600	2	1	2	3	2021
조흥	2600	2	2	2	2	2022
조흥	2600	2	2	3	2	2023
조흥	2600	3	4	2	3	2024
종근당	185750	3	2	4	4	2020
종근당	185750	5	5	6	4	2021
종근당	185750	4	4	5	3	2022
종근당	185750	4	5	5	3	2023
종근당	185750	5	5	5	4	2024
종근당바이오	63160	2	3	2	2	2020
종근당바이오	63160	4	4	5	4	2021
종근당바이오	63160	4	3	5	3	2022
종근당바이오	63160	4	5	5	3	2023
종근당바이오	63160	4	4	5	4	2024
종근당홀딩스	1630	2	2	4	2	2020
종근당홀딩스	1630	4	4	5	4	2021
종근당홀딩스	1630	4	4	5	3	2022
종근당홀딩스	1630	4	5	5	4	2023
종근당홀딩스	1630	5	5	5	5	2024
주성엔지니어링	36930	3	3	4	3	2020
주성엔지니어링	36930	4	3	5	4	2021
주성엔지니어링	36930	2	2	3	2	2022
주성엔지니어링	36930	3	4	4	2	2023
주성엔지니어링	36930	4	4	5	4	2024
주성코퍼레이션	109070	1	2	1	1	2023
주성코퍼레이션	109070	1	2	1	1	2024
주연테크	44380	2	2	3	2	2020
주연테크	44380	2	2	2	2	2021
주연테크	44380	1	1	1	1	2022
주연테크	44380	1	1	1	1	2023
주연테크	44380	1	1	1	1	2024
지누스	13890	2	1	2	4	2021
지누스	13890	4	3	4	5	2022
지누스	13890	5	5	5	5	2023
지누스	13890	5	5	6	5	2024
지니뮤직	43610	3	1	3	4	2020
지니뮤직	43610	4	2	4	5	2021
지니뮤직	43610	2	2	3	2	2022
지니뮤직	43610	2	1	4	2	2023
지씨셀	144510	4	3	5	4	2022
지씨셀	144510	3	3	5	2	2023
지씨셀	144510	4	4	5	3	2024
지엠비코리아	13870	2	2	3	2	2020
지엠비코리아	13870	2	2	2	3	2021
지엠비코리아	13870	1	1	2	1	2022
지엠비코리아	13870	1	1	2	1	2023
지엠비코리아	13870	1	1	2	1	2024
지역난방공사	71320	5	4	6	4	2020
지역난방공사	71320	5	4	6	5	2021
지역난방공사	71320	6	5	6	6	2022
지역난방공사	71320	6	6	6	5	2023
지역난방공사	71320	6	6	6	5	2024
지코	10580	2	2	2	2	2020
지투알	35000	3	1	4	4	2020
지투알	35000	3	1	3	3	2021
지투알	35000	3	1	3	4	2022
지트리비앤티	115450	2	1	3	3	2020
지트리비앤티	115450	3	1	3	4	2021
진도	88790	3	1	3	3	2020
진도	88790	1	1	1	2	2021
진도	88790	1	1	1	2	2022
진도	88790	1	1	1	1	2023
진도	88790	1	1	1	1	2024
진양산업	3780	1	1	2	2	2020
진양산업	3780	1	1	2	2	2021
진양산업	3780	1	1	1	1	2022
진양산업	3780	2	1	1	3	2023
진양산업	3780	1	1	1	1	2024
진양폴리우레탄	10640	2	1	2	3	2020
진양폴리우레탄	10640	2	1	2	4	2021
진양폴리우레탄	10640	1	1	1	2	2022
진양폴리우레탄	10640	1	1	1	2	2023
진양폴리우레탄	10640	1	1	1	1	2024
진양홀딩스	100250	2	1	2	2	2020
진양홀딩스	100250	2	1	2	3	2021
진양홀딩스	100250	1	1	1	1	2022
진양홀딩스	100250	2	1	1	3	2023
진양홀딩스	100250	1	1	1	1	2024
진양화학	51630	1	1	2	2	2020
진양화학	51630	2	1	2	3	2021
진양화학	51630	1	1	1	2	2022
진양화학	51630	2	2	1	2	2023
진양화학	51630	1	2	2	1	2024
진에어	272450	4	2	4	5	2020
진에어	272450	4	2	5	5	2021
진에어	272450	4	3	4	5	2022
진에어	272450	5	5	5	5	2023
진에어	272450	5	6	5	5	2024
진원생명과학	11000	2	1	2	3	2020
진원생명과학	11000	2	1	2	4	2021
진원생명과학	11000	1	1	1	1	2022
진원생명과학	11000	1	1	2	1	2023
진원생명과학	11000	1	1	1	1	2024
진흥기업	2780	2	2	3	3	2020
진흥기업	2780	2	2	2	4	2021
진흥기업	2780	2	1	2	3	2022
진흥기업	2780	2	2	2	3	2023
진흥기업	2780	2	1	2	3	2024
차바이오텍	85660	2	1	2	3	2020
차바이오텍	85660	2	1	2	3	2021
차바이오텍	85660	1	1	1	2	2022
차바이오텍	85660	2	1	2	2	2023
차바이오텍	85660	2	1	2	2	2024
참엔지니어링	9310	3	3	3	3	2020
참엔지니어링	9310	3	1	3	4	2021
참엔지니어링	9310	2	1	2	3	2022
참엔지니어링	9310	1	1	1	1	2023
참엔지니어링	9310	1	1	1	2	2024
천보	278280	3	1	3	4	2021
천보	278280	1	1	1	2	2022
천보	278280	2	2	1	3	2023
천보	278280	2	2	1	2	2024
천일고속	650	3	2	3	4	2020
천일고속	650	3	2	2	4	2021
천일고속	650	1	1	1	1	2022
천일고속	650	1	2	1	1	2023
천일고속	650	1	2	1	1	2024
청호ICT	12600	1	1	1	1	2023
청호ICT	12600	1	1	1	1	2024
청호컴넷	12600	2	3	2	2	2020
체시스	33250	2	2	3	2	2020
체시스	33250	2	1	3	3	2021
체시스	33250	1	1	1	2	2022
체시스	33250	1	2	1	1	2023
체시스	33250	1	2	1	1	2024
초록뱀헬스케어	118000	1	1	1	1	2022
카나리아바이오	16790	1	1	1	1	2023
카카오	35720	4	2	6	5	2020
카카오	35720	5	5	6	5	2021
카카오	35720	5	5	5	5	2022
카카오	35720	5	6	6	4	2023
카카오	35720	5	6	5	4	2024
카카오게임즈	293490	3	1	4	3	2022
카카오게임즈	293490	5	5	6	5	2023
카카오게임즈	293490	5	5	6	5	2024
카카오뱅크	323410				4	2022
카카오뱅크	323410	4	4	5	4	2023
카카오뱅크	323410	5	5	5	5	2024
카카오페이	377300	5	5	6	5	2023
카카오페이	377300	4	5	4	4	2024
카페24	42000	3	1	3	4	2020
카페24	42000	3	1	3	4	2021
카페24	42000	2	1	1	3	2022
카프로	6380	4	4	3	4	2020
카프로	6380	3	3	2	4	2021
카프로	6380	2	2	1	2	2022
카프로	6380	2	2	2	2	2023
카프로	6380	1	2	1	1	2024
커넥트웨이브	119860	2	1	2	2	2023
커넥트웨이브	119860	2	1	2	2	2024
컨버즈	109070	1	2	2	1	2020
컨버즈	109070	3	3	2	3	2021
컨버즈	109070	1	1	1	2	2022
컴투스	78340	3	1	3	4	2020
컴투스	78340	3	1	2	4	2021
컴투스	78340	1	2	2	1	2022
컴투스	78340	4	3	5	4	2023
컴투스	78340	5	5	6	4	2024
케어젠	214370	2	1	2	3	2020
케어젠	214370	4	3	4	5	2021
케어젠	214370	2	1	1	4	2022
케어젠	214370	3	2	2	4	2023
케어젠	214370	3	2	2	4	2024
케이뱅크	800172				5	2022
케이뱅크	800172				5	2023
케이비국민카드	861717				6	2020
케이비국민카드	861717				6	2021
케이비국민카드	861717				5	2022
케이비국민카드	861717				5	2023
케이비국민카드	861717				5	2024
케이비아이동국실업	1620	2	3	3	2	2020
케이비아이동국실업	1620	2	2	2	2	2021
케이비아이동국실업	1620	1	1	1	1	2022
케이비아이동국실업	1620	1	1	1	1	2023
케이비아이동국실업	1620	1	1	1	1	2024
케이씨	29460	4	3	3	4	2020
케이씨	29460	3	3	2	4	2021
케이씨	29460	2	1	3	2	2022
케이씨	29460	2	2	5	1	2023
케이씨	29460	3	2	4	3	2024
케이씨씨	2380	3	4	5	2	2020
케이씨씨	2380	4	4	6	3	2021
케이씨씨	2380	5	4	5	5	2022
케이씨씨	2380	5	5	5	4	2023
케이씨씨	2380	4	4	5	4	2024
케이씨씨글라스	344820	4	4	5	4	2022
케이씨씨글라스	344820	5	5	6	5	2023
케이씨씨글라스	344820	5	5	6	4	2024
케이씨텍	281820	3	3	3	3	2020
케이씨텍	281820	3	3	3	3	2021
케이씨텍	281820	2	1	2	3	2022
케이씨텍	281820	3	2	3	3	2023
케이씨텍	281820	2	2	2	3	2024
케이씨티시	9070	3	3	3	3	2020
케이씨티시	9070	3	3	2	3	2021
케이씨티시	9070	1	1	2	1	2022
케이씨티시	9070	1	2	2	1	2023
케이씨티시	9070	1	2	1	1	2024
케이엔더블유	105330	2	2	2	2	2024
케이엠더블유	32500	2	2	2	4	2020
케이엠더블유	32500	3	2	3	4	2021
케이엠더블유	32500	1	1	2	2	2022
케이엠더블유	32500	2	2	3	2	2023
케이엠더블유	32500	2	2	1	2	2024
케이지에코솔루션	151860	1	1	1	1	2023
케이카	381970	3	2	3	3	2023
케이카	381970	3	2	3	3	2024
케이탑리츠	145270	1	1	1	1	2023
케이탑리츠	145270	1	1	1	1	2024
케이티	30200	6	5	5	6	2020
케이티	30200	6	6	4	6	2021
케이티	30200	5	5	4	5	2022
케이티	30200	5	4	5	5	2023
케이티	30200	6	5	6	6	2024
케이티스카이라이프	53210	4	2	4	4	2020
케이티스카이라이프	53210	5	3	5	5	2021
케이티스카이라이프	53210	5	3	6	5	2022
케이티스카이라이프	53210	4	4	5	4	2023
케이티스카이라이프	53210	4	4	5	4	2024
케이티알파	36030	5	3	5	5	2021
케이티알파	36030	4	3	4	4	2022
케이티알파	36030	4	2	5	4	2023
케이티알파	36030	4	4	5	4	2024
케이티앤지	33780	5	4	6	5	2020
케이티앤지	33780	5	5	6	5	2021
케이티앤지	33780	5	5	6	5	2022
케이티앤지	33780	6	6	6	6	2023
케이티앤지	33780	5	5	6	5	2024
코나아이	52400	1	1	1	1	2022
코리아센터	290510	3	1	2	4	2021
코리아센터	290510	2	1	2	3	2022
코리아써키트	7810	2	4	3	2	2020
코리아써키트	7810	3	4	2	4	2021
코리아써키트	7810	1	2	1	1	2022
코리아써키트	7810	1	2	2	1	2023
코리아써키트	7810	2	3	1	1	2024
코리아오토글라스	152330	3	3	3	3	2020
코리안리	3690	3	1	3	4	2020
코리안리	3690	4	3	4	5	2021
코리안리	3690	4	2	4	4	2022
코리안리	3690	5	5	5	5	2023
코리안리	3690	5	5	6	5	2024
코미코	183300	2	2	3	2	2022
코미코	183300	4	5	4	4	2023
코미코	183300	3	5	3	2	2024
코미팜	41960	2	1	3	3	2020
코미팜	41960	3	1	3	4	2021
코미팜	41960	1	1	1	2	2022
코미팜	41960	2	2	2	2	2023
코미팜	41960	2	2	1	2	2024
코스맥스	192820	4	4	4	3	2020
코스맥스	192820	5	5	5	4	2021
코스맥스	192820	3	4	5	2	2022
코스맥스	192820	3	5	5	1	2023
코스맥스	192820	4	5	6	3	2024
코스맥스비티아이	44820	3	3	3	3	2020
코스맥스비티아이	44820	4	5	5	4	2021
코스맥스비티아이	44820	4	4	5	3	2022
코스맥스비티아이	44820	3	5	5	2	2023
코스맥스비티아이	44820	3	5	6	2	2024
코스모신소재	5070	4	4	3	4	2020
코스모신소재	5070	3	3	2	3	2021
코스모신소재	5070	1	2	2	1	2022
코스모신소재	5070	2	2	2	2	2023
코스모신소재	5070	2	2	1	2	2024
코스모화학	5420	2	3	2	1	2020
코스모화학	5420	3	3	2	3	2021
코스모화학	5420	1	2	1	1	2022
코스모화학	5420	1	2	2	1	2023
코스모화학	5420	1	2	1	1	2024
코아스	71950	4	3	3	4	2020
코아스	71950	3	2	2	4	2021
코아스	71950	2	1	1	4	2022
코아스	71950	3	2	2	4	2023
코아스	71950	2	2	1	3	2024
코엔텍	29960	2	3	1	3	2020
코엔텍	29960	2	3	1	2	2021
코엔텍	29960	1	2	1	1	2022
코엔텍	29960	2	2	2	3	2023
코오롱	2020	3	2	4	3	2020
코오롱	2020	3	3	4	3	2021
코오롱	2020	2	2	5	2	2022
코오롱	2020	4	4	5	3	2023
코오롱	2020	4	4	5	3	2024
코오롱ENP	138490	3	2	3	4	2023
코오롱ENP	138490	3	4	2	4	2024
코오롱글로벌	3070	3	2	3	4	2020
코오롱글로벌	3070	3	2	3	4	2021
코오롱글로벌	3070	2	1	2	4	2022
코오롱글로벌	3070	2	3	4	2	2023
코오롱글로벌	3070	4	3	5	4	2024
코오롱머티리얼	144620	3	2	3	4	2020
코오롱머티리얼	144620	3	2	3	4	2021
코오롱생명과학	102940	2	1	4	1	2020
코오롱생명과학	102940	3	1	4	3	2021
코오롱생명과학	102940	2	1	2	3	2022
코오롱생명과학	102940	2	1	2	2	2023
코오롱생명과학	102940	2	1	2	4	2024
코오롱인더	120110	4	4	4	4	2020
코오롱인더	120110	5	4	5	5	2021
코오롱인더	120110	4	3	5	5	2022
코오롱인더	120110	4	4	6	3	2023
코오롱인더	120110	5	4	6	4	2024
코오롱플라스틱	138490	4	3	4	4	2020
코오롱플라스틱	138490	4	3	4	4	2021
코오롱플라스틱	138490	3	2	3	4	2022
코웨이	21240	5	5	6	4	2020
코웨이	21240	5	5	6	4	2021
코웨이	21240	4	5	5	3	2022
코웨이	21240	5	5	6	4	2023
코웨이	21240	5	4	6	4	2024
코웰패션	33290	2	2	3	2	2020
코웰패션	33290	2	2	2	3	2021
코웰패션	33290	1	1	1	1	2022
코웰패션	33290	1	2	1	1	2023
코웰패션	33290	2	2	1	2	2024
콘텐트리중앙	36420	1	1	2	1	2022
콘텐트리중앙	36420	1	1	1	1	2023
콘텐트리중앙	36420	1	2	1	1	2024
콜마비앤에이치	200130	2	1	2	4	2020
콜마비앤에이치	200130	3	2	3	4	2021
콜마비앤에이치	200130	4	3	4	4	2022
콜마비앤에이치	200130	4	5	4	4	2023
콜마비앤에이치	200130	5	4	5	5	2024
콜마홀딩스	24720	5	5	6	5	2023
콜마홀딩스	24720	5	5	6	5	2024
콤텍시스템	31820	2	1	3	2	2020
콤텍시스템	31820	2	1	3	2	2021
콤텍시스템	31820	1	1	1	1	2022
콤텍시스템	31820	1	1	1	1	2023
콤텍시스템	31820	2	4	4	1	2024
쿠콘	294570	1	1	1	2	2023
쿠쿠홀딩스	192400	3	1	3	4	2020
쿠쿠홀딩스	192400	3	1	2	4	2021
쿠쿠홀딩스	192400	2	1	1	3	2022
쿠쿠홀딩스	192400	1	1	2	1	2023
쿠쿠홀딩스	192400	2	1	2	3	2024
쿠쿠홈시스	284740	2	1	2	2	2020
쿠쿠홈시스	284740	3	1	2	4	2021
쿠쿠홈시스	284740	2	1	1	3	2022
쿠쿠홈시스	284740	1	1	2	1	2023
쿠쿠홈시스	284740	2	1	2	3	2024
큐렉소	60280	1	1	1	1	2024
큐로	15590	2	3	2	2	2020
큐로	15590	2	1	2	3	2021
큐로	15590	1	1	2	1	2022
크라운제과	264900	3	1	4	3	2020
크라운제과	264900	3	2	4	4	2021
크라운제과	264900	2	2	3	2	2022
크라운제과	264900	2	2	3	2	2023
크라운제과	264900	2	2	2	3	2024
크라운해태홀딩스	5740	3	1	4	3	2020
크라운해태홀딩스	5740	3	2	4	3	2021
크라운해태홀딩스	5740	2	2	3	2	2022
크라운해태홀딩스	5740	1	2	2	1	2023
크라운해태홀딩스	5740	2	2	2	2	2024
크래프톤	259960	4	2	5	5	2023
크래프톤	259960	4	2	5	5	2024
크리스에프앤씨	110790	1	1	1	2	2023
크리스탈	83790	2	1	2	3	2020
크리스탈지노믹스	83790	3	1	3	4	2021
클래시스	214150	3	1	3	4	2021
클래시스	214150	4	2	4	5	2022
클래시스	214150	4	3	5	4	2023
클래시스	214150	6	5	6	6	2024
클리오	237880	3	1	3	4	2020
클리오	237880	3	1	3	4	2021
키다리스튜디오	20120	3	3	3	3	2020
키다리스튜디오	20120	3	1	3	3	2021
키다리스튜디오	20120	1	1	1	2	2022
키다리스튜디오	20120	1	1	1	1	2023
키다리스튜디오	20120	1	1	1	1	2024
키이스트	54780	1	1	1	1	2024
탑머티리얼	360070	2	1	1	3	2024
태경비케이	14580	2	2	3	3	2021
태경비케이	14580	1	2	2	1	2022
태경비케이	14580	2	2	2	2	2023
태경비케이	14580	1	2	1	1	2024
태경산업	15890	3	3	3	3	2020
태경산업	15890	3	2	3	4	2021
태경산업	15890	2	2	2	2	2022
태경산업	15890	2	2	2	2	2023
태경산업	15890	1	2	1	1	2024
태경케미컬	6890	2	1	3	3	2021
태경케미컬	6890	1	1	2	1	2022
태경케미컬	6890	1	1	1	1	2023
태경케미컬	6890	1	1	2	1	2024
태경화학	6890	1	1	2	2	2020
태광산업	3240	2	3	4	1	2020
태광산업	3240	4	3	5	4	2021
태광산업	3240	1	1	2	2	2022
태광산업	3240	2	2	2	2	2023
태광산업	3240	3	4	6	2	2024
태림포장	11280	2	3	2	2	2020
태림포장	11280	2	3	2	2	2021
태림포장	11280	2	2	4	2	2022
태림포장	11280	3	5	5	1	2023
태림포장	11280	3	4	6	2	2024
태양금속공업	4100	3	4	3	3	2020
태양금속공업	4100	3	3	2	3	2021
태양금속공업	4100	1	1	1	1	2022
태양금속공업	4100	1	2	2	1	2023
태양금속공업	4100	2	2	1	2	2024
태영건설	9410	3	3	3	4	2020
태영건설	9410	4	5	3	4	2021
태영건설	9410	4	4	3	4	2022
태영건설	9410	5	5	5	4	2023
태영건설	9410	3	4	4	2	2024
태원물산	1420	3	3	2	3	2020
태원물산	1420	2	2	2	3	2021
태원물산	1420	1	1	1	1	2022
태원물산	1420	1	1	1	1	2023
태원물산	1420	1	1	1	1	2024
태평양물산	7980	2	1	4	3	2020
태평양물산	7980	3	2	4	3	2021
태평양물산	7980	2	1	3	1	2022
테스	95610	3	1	4	3	2020
테스	95610	3	2	4	4	2021
테스	95610	2	1	3	2	2022
테스	95610	4	3	5	4	2023
테스	95610	4	3	4	4	2024
테스나	131970	3	2	3	3	2020
테스나	131970	1	1	2	1	2022
테이팩스	55490	4	4	4	3	2020
테이팩스	55490	4	4	4	4	2021
테이팩스	55490	4	3	5	3	2022
테이팩스	55490	5	5	5	4	2023
테이팩스	55490	4	4	5	4	2024
테크윙	89030	3	2	3	4	2020
텔코웨어	78000	3	1	3	3	2020
텔코웨어	78000	2	1	2	3	2021
텔코웨어	78000	1	1	1	2	2022
텔코웨어	78000	2	1	1	3	2023
텔코웨어	78000	2	1	1	4	2024
텔콘RF제약	200230	2	1	3	3	2020
텔콘RF제약	200230	2	2	2	2	2021
토니모리	214420	2	1	2	4	2020
토니모리	214420	2	1	2	4	2021
토니모리	214420	2	1	1	4	2022
토니모리	214420	2	1	1	3	2023
토니모리	214420	2	1	1	3	2024
토스뱅크	801671				3	2023
토스뱅크	801671				4	2024
톱텍	108230	3	1	3	4	2021
톱텍	108230	1	1	2	2	2022
티비에이치글로벌	84870	3	2	3	4	2020
티비에이치글로벌	84870	3	1	4	4	2021
티비에이치글로벌	84870	1	1	1	2	2022
티비에이치글로벌	84870	1	1	1	2	2023
티비에이치글로벌	84870	2	1	1	3	2024
티씨케이	64760	3	2	4	3	2020
티씨케이	64760	3	3	3	4	2021
티씨케이	64760	1	1	2	2	2022
티씨케이	64760	3	3	4	3	2023
티씨케이	64760	4	3	5	4	2024
티에스이	131290	2	1	2	3	2022
티에스이	131290	2	1	2	2	2023
티에스이	131290	1	1	1	2	2024
티에이치엔	19180	3	3	3	3	2020
티에이치엔	19180	3	2	3	4	2021
티에이치엔	19180	1	1	2	1	2022
티에이치엔	19180	2	2	3	2	2023
티에이치엔	19180	1	2	2	1	2024
티와이홀딩스	363280	4	4	3	4	2022
티와이홀딩스	363280	4	5	5	3	2023
티와이홀딩스	363280	2	4	4	1	2024
티웨이항공	91810	3	2	3	3	2020
티웨이항공	91810	3	2	4	3	2021
티웨이항공	91810	2	1	2	3	2022
티웨이항공	91810	3	3	2	3	2023
티웨이항공	91810	4	5	3	4	2024
티웨이홀딩스	4870	2	1	3	2	2020
티웨이홀딩스	4870	2	1	1	3	2021
티웨이홀딩스	4870	1	1	2	1	2022
티웨이홀딩스	4870	1	2	2	1	2023
티웨이홀딩스	4870	1	1	1	1	2024
티케이지휴켐스	69260	3	3	4	3	2022
티케이지휴켐스	69260	4	4	5	3	2023
티케이지휴켐스	69260	4	4	5	3	2024
티케이케미칼	104480	2	2	3	2	2020
티케이케미칼	104480	2	2	3	3	2021
티케이케미칼	104480	1	2	2	1	2022
티케이케미칼	104480	1	2	2	1	2023
티케이케미칼	104480	1	2	1	1	2024
파라다이스	34230	3	1	4	4	2020
파라다이스	34230	3	1	3	4	2021
파라다이스	34230	2	1	2	2	2022
파라다이스	34230	2	1	2	2	2023
파라다이스	34230	1	1	1	2	2024
파마리서치	214450	3	1	3	4	2021
파마리서치	214450	2	1	1	4	2022
파마리서치	214450	3	2	3	4	2023
파마리서치	214450	3	1	4	4	2024
파멥신	208340	2	1	3	2	2020
파미셀	5690	3	3	2	3	2020
파미셀	5690	3	2	3	4	2021
파미셀	5690	1	1	1	1	2022
파미셀	5690	1	2	1	1	2023
파미셀	5690	1	1	1	2	2024
파크시스템스	140860	1	1	1	2	2022
파크시스템스	140860	2	2	1	2	2023
파크시스템스	140860	2	2	1	3	2024
파트론	91700	3	3	4	3	2020
파트론	91700	3	2	3	4	2021
파트론	91700	1	1	1	2	2022
파트론	91700	1	2	1	1	2023
파트론	91700	1	2	1	1	2024
팜스코	36580	3	1	4	4	2020
팜스코	36580	4	4	5	4	2021
팜스코	36580	3	3	5	2	2022
팜스코	36580	5	4	5	5	2023
팜스코	36580	4	3	4	4	2024
팜젠사이언스	4720	2	1	2	2	2021
팜젠사이언스	4720	1	1	1	1	2022
팜젠사이언스	4720	1	1	2	1	2023
팜젠사이언스	4720	2	2	3	1	2024
팬오션	28670	4	3	3	5	2020
팬오션	28670	4	4	1	5	2021
팬오션	28670	3	5	4	2	2022
팬오션	28670	5	6	5	5	2023
팬오션	28670	5	5	6	5	2024
퍼스텍	10820	2	3	3	2	2020
퍼스텍	10820	2	2	2	3	2021
퍼스텍	10820	1	1	1	2	2022
퍼스텍	10820	2	2	2	2	2023
퍼스텍	10820	1	2	2	1	2024
퍼시스	16800	3	3	3	3	2020
퍼시스	16800	3	2	4	3	2021
퍼시스	16800	1	1	2	1	2022
퍼시스	16800	1	2	2	1	2023
퍼시스	16800	2	3	2	2	2024
펄어비스	263750	3	1	3	3	2020
펄어비스	263750	3	1	3	3	2021
펄어비스	263750	3	2	4	3	2022
펄어비스	263750	4	3	5	3	2023
펄어비스	263750	4	4	6	3	2024
페이퍼코리아	1020	2	2	3	2	2020
페이퍼코리아	1020	3	3	2	3	2021
페이퍼코리아	1020	1	2	1	1	2022
페이퍼코리아	1020	1	2	2	1	2023
페이퍼코리아	1020	2	2	2	2	2024
평화산업	90080	3	3	3	3	2020
평화산업	90080	3	4	2	4	2021
평화산업	90080	2	1	2	3	2022
평화산업	90080	1	1	2	2	2023
평화산업	90080	2	3	3	2	2024
평화홀딩스	10770	3	2	3	4	2020
평화홀딩스	10770	3	4	2	4	2021
평화홀딩스	10770	2	1	1	4	2022
평화홀딩스	10770	2	1	2	4	2023
평화홀딩스	10770	3	3	3	3	2024
포스코	5490	5	5	3	6	2020
포스코 ICT	22100	4	3	5	4	2020
포스코 ICT	22100	5	5	6	5	2021
포스코 ICT	22100	5	4	6	4	2022
포스코DX	22100	5	5	6	5	2023
포스코DX	22100	5	5	6	4	2024
포스코강판	58430	5	4	6	4	2020
포스코강판	58430	5	5	6	5	2021
포스코스틸리온	58430	5	4	6	4	2022
포스코스틸리온	58430	5	5	6	4	2023
포스코스틸리온	58430	5	5	6	4	2024
포스코엠텍	9520	4	3	4	4	2020
포스코엠텍	9520	3	1	4	5	2021
포스코엠텍	9520	4	4	5	3	2022
포스코엠텍	9520	5	5	6	4	2023
포스코엠텍	9520	5	5	6	5	2024
포스코인터내셔널	47050	6	5	6	6	2020
포스코인터내셔널	47050	6	5	6	6	2021
포스코인터내셔널	47050	5	4	6	5	2022
포스코인터내셔널	47050	5	5	6	5	2023
포스코인터내셔널	47050	5	4	6	5	2024
포스코케미칼	3670	5	5	6	4	2020
포스코케미칼	3670	5	5	6	4	2021
포스코케미칼	3670	4	4	5	3	2022
포스코퓨처엠	3670	5	5	6	5	2023
포스코퓨처엠	3670	6	6	6	5	2024
포스코홀딩스	5490	5	5	4	6	2021
폴루스바이오팜	7630	1	3	2	1	2021
풀무원	17810	6	5	6	6	2020
풀무원	17810	6	5	6	6	2021
풀무원	17810	5	4	6	5	2022
풀무원	17810	5	5	6	5	2023
풀무원	17810	5	5	6	5	2024
풍산	103140	4	4	5	4	2020
풍산	103140	4	3	5	5	2021
풍산	103140	3	2	4	4	2022
풍산	103140	4	4	4	4	2023
풍산	103140	4	3	4	4	2024
풍산홀딩스	5810	3	3	4	3	2020
풍산홀딩스	5810	3	1	5	4	2021
풍산홀딩스	5810	3	2	4	4	2022
풍산홀딩스	5810	4	4	4	4	2023
풍산홀딩스	5810	4	3	3	4	2024
프로텍	53610	2	2	1	2	2024
플레이그램	9810	1	1	1	1	2022
플레이그램	9810	1	1	1	1	2023
플레이그램	9810	1	1	1	1	2024
플레이디	237820	3	1	3	4	2022
플레이디	237820	4	3	3	4	2023
플레이디	237820	4	4	4	4	2024
플루토스	19570	1	1	1	1	2022
플루토스	19570	1	1	1	1	2023
플루토스	19570	1	1	1	1	2024
피에스케이	319660	2	1	2	3	2022
피에스케이	319660	2	2	4	2	2023
피에스케이	319660	3	2	3	3	2024
피엔티	137400	3	2	2	4	2021
피엔티	137400	2	1	2	3	2022
피엔티	137400	2	1	2	3	2023
피엔티	137400	1	1	1	2	2024
필룩스	33180	2	2	3	3	2020
하나기술	299030	2	2	1	3	2024
하나마이크론	67310	2	2	3	2	2022
하나마이크론	67310	2	4	5	1	2023
하나마이크론	67310	2	4	5	1	2024
하나머티리얼즈	166090	1	1	2	2	2022
하나머티리얼즈	166090	3	4	5	2	2023
