기업명	기업코드	ESG등급	환경	사회	지배구조	평가년도
AJ네트웍스	95570	3	1	3	3	2020
AJ네트웍스	95570	3	1	3	3	2021
AJ네트웍스	95570	4	2	4	4	2022
AJ네트웍스	95570	4	2	5	4	2023
AJ네트웍스	95570	4	2	5	4	2024
AK홀딩스	6840	4	2	4	4	2020
AK홀딩스	6840	4	3	4	4	2021
AK홀딩스	6840	4	3	5	3	2022
AK홀딩스	6840	5	5	6	4	2023
AK홀딩스	6840	5	5	6	4	2024
AP시스템	265520	1	1	1	2	2021
AP시스템	265520	1	1	2	2	2022
BGF	27410	4	3	5	4	2020
BGF	27410	5	5	6	5	2021
BGF	27410	4	5	6	3	2022
BGF	27410	5	5	6	4	2023
BGF	27410	5	5	6	4	2024
BGF리테일	282330	5	4	4	5	2020
BGF리테일	282330	5	5	6	5	2021
BGF리테일	282330	5	5	6	5	2022
BGF리테일	282330	5	5	6	5	2023
BGF리테일	282330	5	5	6	5	2024
BGF에코머티리얼즈	126600	3	3	3	3	2024
BYC	1460	3	1	3	4	2020
BYC	1460	3	1	3	4	2021
BYC	1460	1	1	1	1	2022
BYC	1460	1	1	1	1	2023
BYC	1460	1	1	1	2	2024
CJ	1040	5	3	5	5	2020
CJ	1040	5	4	6	5	2021
CJ	1040	4	4	5	4	2022
CJ	1040	5	5	6	4	2023
CJ	1040	5	5	6	5	2024
CJ CGV	79160	5	3	5	5	2020
CJ CGV	79160	5	3	5	5	2021
CJ CGV	79160	4	3	4	4	2022
CJ CGV	79160	5	5	6	4	2023
CJ CGV	79160	5	6	6	5	2024
CJ ENM	35760	4	2	5	5	2020
CJ ENM	35760	5	3	6	5	2021
CJ ENM	35760	4	4	5	3	2022
CJ ENM	35760	4	4	6	3	2023
CJ ENM	35760	5	4	6	4	2024
CJ 바이오사이언스	311690	2	1	2	3	2023
CJ 바이오사이언스	311690	4	2	4	4	2024
CJ대한통운	120	5	5	3	5	2020
CJ대한통운	120	5	5	6	5	2021
CJ대한통운	120	4	4	6	3	2022
CJ대한통운	120	5	5	6	4	2023
CJ대한통운	120	5	5	6	4	2024
CJ씨푸드	11150	3	2	4	4	2020
CJ씨푸드	11150	3	2	4	4	2021
CJ씨푸드	11150	3	2	3	3	2022
CJ씨푸드	11150	4	4	5	3	2023
CJ씨푸드	11150	4	5	5	3	2024
CJ제일제당	97950	5	5	6	5	2020
CJ제일제당	97950	5	5	6	5	2021
CJ제일제당	97950	5	5	5	4	2022
CJ제일제당	97950	5	5	6	5	2023
CJ제일제당	97950	5	5	5	4	2024
CJ프레시웨이	51500	5	3	6	5	2020
CJ프레시웨이	51500	5	3	5	5	2021
CJ프레시웨이	51500	5	3	5	5	2022
CJ프레시웨이	51500	5	4	6	5	2023
CJ프레시웨이	51500	5	5	5	4	2024
CMG제약	58820	2	1	3	2	2020
CMG제약	58820	2	1	2	2	2021
CMG제약	58820	1	1	1	1	2022
CS홀딩스	590	2	1	2	3	2020
CS홀딩스	590	3	1	2	4	2021
CS홀딩스	590	2	1	1	3	2022
CS홀딩스	590	2	1	1	3	2023
CS홀딩스	590	2	1	1	3	2024
DB	12030	3	1	3	3	2020
DB	12030	3	1	4	4	2021
DB	12030	3	1	3	4	2022
DB	12030	2	1	3	2	2023
DB	12030	2	1	3	2	2024
DB하이텍	990	4	4	5	4	2020
DB하이텍	990	5	5	5	5	2021
DB하이텍	990	3	3	4	3	2022
DB하이텍	990	4	5	5	3	2023
DB하이텍	990	2	4	5	1	2024
DH오토넥스	300	1	2	1	1	2023
DL	210	5	6	6	4	2021
DL	210	5	5	6	5	2022
DL	210	5	5	5	5	2023
DL	210	5	5	6	5	2024
DL건설	1880	4	4	5	4	2021
DL건설	1880	5	5	5	4	2022
DL건설	1880	5	5	6	4	2023
DL이앤씨	375500	5	5	5	5	2022
DL이앤씨	375500	5	5	4	5	2023
DL이앤씨	375500	5	5	6	5	2024
DN오토모티브	7340	2	2	3	1	2023
DN오토모티브	7340	2	2	2	2	2024
DRB동일	4840	3	3	3	3	2020
DRB동일	4840	4	3	4	4	2021
DRB동일	4840	2	1	4	3	2022
DRB동일	4840	4	3	5	4	2023
DRB동일	4840	4	4	5	4	2024
DSR	155660	2	3	3	2	2020
DSR	155660	3	3	3	3	2021
DSR	155660	1	1	2	1	2022
DSR	155660	1	2	2	1	2023
DSR	155660	2	2	2	2	2024
DSR제강	69730	2	2	3	2	2020
DSR제강	69730	2	2	2	4	2021
DSR제강	69730	2	1	2	3	2022
DSR제강	69730	2	2	2	3	2023
DSR제강	69730	2	1	1	3	2024
E1	17940	3	2	5	4	2020
E1	17940	4	4	5	4	2021
E1	17940	4	4	4	4	2022
E1	17940	5	5	5	4	2023
E1	17940	5	5	6	4	2024
F&F	7700	1	1	2	2	2020
F&F	383220	4	4	6	3	2023
F&F	383220	5	6	6	3	2024
F&F 홀딩스	7700	4	4	5	4	2021
F&F 홀딩스	7700	3	3	4	3	2022
F&F 홀딩스	7700	5	4	6	4	2023
F&F 홀딩스	7700	5	6	6	5	2024
GKL	114090	4	2	5	5	2020
GKL	114090	4	4	4	4	2021
GKL	114090	5	3	5	5	2022
GKL	114090	4	3	5	4	2023
GKL	114090	5	6	5	5	2024
GS	78930	4	2	5	5	2020
GS	78930	5	5	5	5	2021
GS	78930	5	4	6	5	2022
GS	78930	3	4	6	2	2023
GS	78930	4	4	5	4	2024
GS건설	6360	5	5	4	5	2020
GS건설	6360	5	5	6	5	2021
GS건설	6360	5	5	5	5	2022
GS건설	6360	5	5	4	5	2023
GS건설	6360	5	5	6	4	2024
GS글로벌	1250	3	1	4	4	2020
GS글로벌	1250	4	3	4	5	2021
GS글로벌	1250	4	2	4	4	2022
GS글로벌	1250	4	4	4	4	2023
GS글로벌	1250	4	4	5	4	2024
GS리테일	7070	3	2	3	4	2020
GS리테일	7070	5	5	5	5	2021
GS리테일	7070	5	4	5	5	2022
GS리테일	7070	5	6	5	5	2023
GS리테일	7070	6	6	6	5	2024
GS홈쇼핑	28150	5	4	5	5	2020
HDC	12630	4	2	4	4	2020
HDC	12630	4	3	4	5	2021
HDC	12630	2	1	3	2	2022
HDC	12630	4	4	5	3	2023
HDC	12630	2	5	6	1	2024
HDC랩스	39570	1	1	1	1	2022
HDC랩스	39570	1	1	1	2	2023
HDC랩스	39570	3	2	5	3	2024
HDC아이콘트롤스	39570	2	1	2	3	2020
HDC아이콘트롤스	39570	3	2	3	4	2021
HDC현대EP	89470	3	3	4	3	2020
HDC현대EP	89470	4	3	4	4	2021
HDC현대EP	89470	2	2	3	2	2022
HDC현대EP	89470	4	4	4	3	2023
HDC현대EP	89470	4	4	5	4	2024
HDC현대산업개발	294870	2	2	2	4	2020
HDC현대산업개발	294870	3	3	2	4	2021
HDC현대산업개발	294870	2	1	2	3	2022
HDC현대산업개발	294870	4	4	5	3	2023
HDC현대산업개발	294870	5	5	6	5	2024
HD한국조선해양	9540	5	5	6	5	2023
HD한국조선해양	9540	5	5	6	5	2024
HD현대	267250	5	4	5	5	2022
HD현대	267250	5	4	6	4	2023
HD현대	267250	5	4	6	5	2024
HD현대건설기계	267270	6	6	6	5	2023
HD현대건설기계	267270	5	5	6	5	2024
HD현대마린엔진	71970	2	2	2	2	2024
HD현대미포	10620	5	5	6	4	2023
HD현대미포	10620	5	5	6	5	2024
HD현대에너지솔루션	322000	5	5	5	4	2023
HD현대에너지솔루션	322000	5	4	5	5	2024
HD현대인프라코어	42670	5	6	6	4	2023
HD현대인프라코어	42670	6	6	6	5	2024
HD현대일렉트릭	267260	5	5	6	5	2023
HD현대일렉트릭	267260	6	6	6	5	2024
HD현대중공업	329180	5	5	5	4	2023
HD현대중공업	329180	5	5	6	4	2024
HJ중공업	97230	3	2	4	4	2022
HJ중공업	97230	4	3	4	4	2023
HJ중공업	97230	5	5	6	4	2024
HK이노엔	195940	5	5	6	5	2023
HK이노엔	195940	6	5	6	6	2024
HL D&I	14790	4	4	5	4	2022
HL D&I	14790	5	5	6	4	2023
HL D&I	14790	6	6	6	5	2024
HLB	28300	2	2	3	1	2022
HLB	28300	2	4	4	1	2023
HLB	28300	4	4	4	3	2024
HLB글로벌	3580	1	1	1	1	2023
HLB글로벌	3580	1	1	1	1	2024
HLB생명과학	67630	2	1	3	3	2022
HLB생명과학	67630	3	2	3	3	2023
HLB생명과학	67630	2	1	2	2	2024
HL글로벌	3580	1	1	2	1	2022
HL만도	204320	5	4	6	5	2023
HL만도	204320	5	5	6	5	2024
HL홀딩스	60980	5	5	6	5	2023
HL홀딩스	60980	5	5	6	5	2024
HMM	11200	5	5	6	5	2020
HMM	11200	5	5	6	5	2021
HMM	11200	5	6	5	4	2022
HMM	11200	5	6	6	4	2023
HMM	11200	5	5	6	5	2024
HPSP	403870	2	2	1	2	2024
HSD엔진	82740	5	4	5	5	2020
HSD엔진	82740	5	4	5	5	2021
HSD엔진	82740	4	3	5	4	2022
HS애드	35000	3	1	2	4	2023
HS애드	35000	3	2	1	5	2024
HS화성	2460	2	2	2	4	2024
HS효성첨단소재	298050	5	5	6	4	2024
INVENI	15360	3	2	3	4	2024
ISC	95340	1	2	2	1	2023
ISC	95340	3	2	4	3	2024
JW생명과학	234080	4	4	4	4	2020
JW생명과학	234080	3	3	4	3	2021
JW생명과학	234080	2	2	4	2	2022
JW생명과학	234080	4	4	5	3	2023
JW생명과학	234080	4	4	5	3	2024
JW중외제약	1060	3	3	4	3	2020
JW중외제약	1060	3	2	4	4	2021
JW중외제약	1060	2	3	4	1	2022
JW중외제약	1060	4	3	5	4	2023
JW중외제약	1060	4	4	5	4	2024
JW홀딩스	96760	4	2	4	4	2020
JW홀딩스	96760	3	1	4	4	2021
JW홀딩스	96760	4	2	4	4	2022
JW홀딩스	96760	4	3	5	4	2023
JW홀딩스	96760	4	4	5	4	2024
JYP Ent.	35900	3	1	3	3	2020
JYP Ent.	35900	3	1	3	3	2021
JYP Ent.	35900	3	2	5	3	2022
JYP Ent.	35900	4	5	6	3	2023
JYP Ent.	35900	3	5	6	2	2024
KB금융	105560	6	6	6	6	2020
KB금융	105560	6	6	6	6	2021
KB금융	105560	6	6	6	6	2023
KB금융	105560	5	6	6	5	2024
KCC건설	21320	2	2	3	2	2020
KCC건설	21320	2	2	3	3	2021
KCC건설	21320	1	1	1	1	2022
KCC건설	21320	1	1	1	1	2023
KCC건설	21320	2	2	1	3	2024
KCI	36670	2	2	2	3	2021
KCI	36670	2	3	4	2	2022
KCI	36670	4	5	5	3	2023
KCI	36670	5	5	5	4	2024
KC그린홀딩스	9440	3	3	4	3	2020
KC그린홀딩스	9440	3	1	2	4	2021
KC그린홀딩스	9440	1	1	1	2	2022
KC그린홀딩스	9440	2	2	1	2	2023
KC그린홀딩스	9440	3	3	3	3	2024
KC코트렐	119650	3	3	3	3	2020
KC코트렐	119650	2	1	2	4	2021
KC코트렐	119650	1	1	1	2	2022
KC코트렐	119650	2	2	1	2	2023
KC코트렐	119650	2	3	3	2	2024
KEC	92220	3	4	4	2	2020
KEC	92220	3	3	4	3	2021
KEC	92220	2	2	1	2	2022
KEC	92220	1	2	2	1	2023
KEC	92220	2	2	1	2	2024
KG ETS	151860	3	4	2	3	2021
KG ETS	151860	1	2	1	1	2022
KG동부제철	16380	3	4	3	3	2021
KG모빌리언스	46440	2	1	2	2	2021
KG모빌리언스	46440	1	1	1	2	2022
KG모빌리언스	46440	1	1	1	1	2023
KG모빌리언스	46440	2	2	5	2	2024
KG모빌리티	3620	1	2	2	1	2023
KG모빌리티	3620	2	2	1	2	2024
KG스틸	16380	2	3	4	1	2022
KG스틸	16380	3	4	5	2	2023
KG스틸	16380	3	4	5	2	2024
KG에코솔루션	151860	1	2	1	1	2024
KG이니시스	35600	2	1	3	1	2020
KG이니시스	35600	2	1	4	2	2021
KG이니시스	35600	1	1	2	1	2022
KG이니시스	35600	2	1	3	1	2023
KG이니시스	35600	2	2	4	1	2024
KG케미칼	1390	1	2	2	1	2020
KG케미칼	1390	2	2	2	3	2021
KG케미칼	1390	1	1	1	1	2022
KG케미칼	1390	2	2	1	2	2023
KG케미칼	1390	2	4	3	2	2024
KH 필룩스	33180	2	2	3	2	2021
KH 필룩스	33180	1	1	2	1	2022
KH 필룩스	33180	1	2	2	1	2023
KH 필룩스	33180	1	2	1	1	2024
KH바텍	60720	3	3	3	3	2021
KH바텍	60720	4	3	5	4	2022
KH바텍	60720	5	5	6	5	2023
KH바텍	60720	5	5	6	5	2024
KIB플러그에너지	15590	1	1	1	1	2023
KIB플러그에너지	15590	1	2	1	1	2024
KISCO홀딩스	1940	2	3	3	2	2020
KISCO홀딩스	1940	3	3	3	3	2021
KISCO홀딩스	1940	2	2	1	2	2022
KISCO홀딩스	1940	1	2	1	1	2023
KISCO홀딩스	1940	1	2	1	1	2024
KPX케미칼	25000	3	3	2	3	2020
KPX케미칼	25000	2	3	2	2	2021
KPX케미칼	25000	1	2	2	1	2022
KPX케미칼	25000	2	2	2	2	2023
KPX케미칼	25000	1	2	1	1	2024
KPX홀딩스	92230	2	2	2	3	2020
KPX홀딩스	92230	3	3	2	4	2021
KPX홀딩스	92230	2	1	2	2	2022
KPX홀딩스	92230	2	2	2	2	2023
KPX홀딩스	92230	1	2	1	1	2024
KR모터스	40	2	1	2	3	2020
KR모터스	40	2	1	2	3	2021
KR모터스	40	1	1	1	1	2022
KR모터스	40	1	1	1	1	2023
KR모터스	40	1	1	1	1	2024
KSS해운	44450	4	3	4	4	2020
KSS해운	44450	5	4	6	5	2021
KSS해운	44450	4	4	5	4	2022
KSS해운	44450	4	4	5	4	2023
KSS해운	44450	4	4	5	4	2024
KTH	36030	4	2	4	4	2020
KTcs	58850	3	1	4	4	2020
KTcs	58850	5	4	5	5	2021
KTcs	58850	5	4	5	5	2022
KTcs	58850	5	5	5	5	2023
KTcs	58850	5	5	6	5	2024
KTis	58860	3	1	4	4	2020
KTis	58860	5	4	6	5	2021
KTis	58860	4	4	4	4	2022
KTis	58860	4	4	5	4	2023
KTis	58860	4	5	4	4	2024
KT서브마린	60370	3	1	4	4	2020
KT서브마린	60370	3	2	3	4	2021
KT서브마린	60370	2	1	1	4	2022
KT지니뮤직	43610	2	1	2	2	2024
LB세미콘	61970	3	5	5	1	2023
LB세미콘	61970	2	4	5	1	2024
LF	93050	3	1	3	4	2020
LF	93050	3	1	3	4	2021
LF	93050	3	1	3	4	2022
LF	93050	4	3	3	4	2023
LF	93050	4	4	4	4	2024
LG	3550	5	4	6	4	2020
LG	3550	5	5	6	5	2021
LG	3550	5	4	6	5	2022
LG	3550	5	5	6	5	2023
LG	3550	5	5	6	4	2024
LG디스플레이	34220	4	3	5	4	2020
LG디스플레이	34220	4	3	5	4	2021
LG디스플레이	34220	5	5	5	4	2022
LG디스플레이	34220	4	5	6	3	2023
LG디스플레이	34220	4	4	5	4	2024
LG상사	1120	5	5	6	5	2020
LG생활건강	51900	5	5	6	5	2020
LG생활건강	51900	5	5	6	5	2021
LG생활건강	51900	5	5	6	5	2022
LG생활건강	51900	5	5	6	5	2023
LG생활건강	51900	5	4	6	5	2024
LG에너지솔루션	373220	5	5	6	4	2024
LG유플러스	32640	3	4	4	3	2020
LG유플러스	32640	5	5	6	5	2021
LG유플러스	32640	5	5	4	5	2022
LG유플러스	32640	5	5	5	5	2023
LG유플러스	32640	5	5	6	5	2024
LG이노텍	11070	5	5	6	4	2020
LG이노텍	11070	5	5	6	5	2021
LG이노텍	11070	5	5	6	5	2022
LG이노텍	11070	5	5	6	5	2023
LG이노텍	11070	5	5	6	5	2024
LG전자	66570	4	5	6	3	2020
LG전자	66570	5	5	6	5	2021
LG전자	66570	5	5	6	5	2022
LG전자	66570	5	6	5	5	2023
LG전자	66570	5	5	6	4	2024
LG하우시스	108670	5	5	6	5	2020
LG헬로비전	37560	4	1	4	5	2020
LG헬로비전	37560	4	2	5	5	2021
LG헬로비전	37560	5	3	5	5	2022
LG헬로비전	37560	5	4	6	5	2023
LG헬로비전	37560	5	5	6	5	2024
LG화학	51910	3	2	5	4	2020
LG화학	51910	4	4	5	4	2021
LG화학	51910	3	2	5	4	2022
LG화학	51910	5	4	6	5	2023
LG화학	51910	4	4	5	4	2024
LIG넥스원	79550	5	4	5	5	2020
LIG넥스원	79550	5	5	6	5	2021
LIG넥스원	79550	5	5	6	5	2022
LIG넥스원	79550	5	5	6	5	2023
LIG넥스원	79550	5	5	6	5	2024
LS	6260	4	3	4	5	2020
LS	6260	5	4	6	4	2021
LS	6260	2	4	5	2	2022
LS	6260	5	5	5	5	2023
LS	6260	5	5	5	5	2024
LS네트웍스	680	3	1	4	3	2020
LS네트웍스	680	2	1	2	3	2021
LS네트웍스	680	3	2	4	3	2022
LS네트웍스	680	4	3	5	4	2023
LS네트웍스	680	4	3	5	4	2024
LS마린솔루션	60370	2	2	2	4	2023
LS마린솔루션	60370	2	2	2	3	2024
LS에코에너지	229640	2	1	2	3	2023
LS에코에너지	229640	2	1	2	3	2024
LS일렉트릭	10120	5	4	6	4	2020
LS전선아시아	229640	3	1	2	4	2020
LS전선아시아	229640	3	1	2	4	2021
LS전선아시아	229640	2	1	1	3	2022
LX세미콘	108320	3	2	4	4	2020
LX세미콘	108320	4	3	4	4	2021
LX세미콘	108320	5	5	6	4	2022
LX세미콘	108320	4	5	5	4	2023
LX세미콘	108320	4	4	5	4	2024
LX인터내셔널	1120	5	5	6	5	2021
LX인터내셔널	1120	5	4	5	5	2022
LX인터내셔널	1120	4	4	6	3	2023
LX인터내셔널	1120	5	4	6	4	2024
LX하우시스	108670	5	5	6	5	2021
LX하우시스	108670	5	4	5	5	2022
LX하우시스	108670	5	5	5	4	2023
LX하우시스	108670	5	5	5	4	2024
LX홀딩스	383800	4	4	5	4	2023
LX홀딩스	383800	4	5	5	4	2024
MH에탄올	23150	3	2	3	4	2020
MH에탄올	23150	3	3	1	4	2021
MH에탄올	23150	2	2	1	3	2022
MH에탄올	23150	1	1	1	2	2023
MH에탄올	23150	1	1	1	2	2024
NAVER	35420	5	4	4	6	2020
NAVER	35420	6	5	5	6	2021
NAVER	35420	5	5	5	5	2022
NAVER	35420	6	5	6	6	2023
NAVER	35420	5	5	6	5	2024
NHN KCP	60250	3	2	3	3	2023
NHN KCP	60250	3	3	3	3	2024
NHN한국사이버결제	60250	3	1	3	4	2020
NHN한국사이버결제	60250	2	1	2	3	2021
NHN한국사이버결제	60250	2	1	3	2	2022
NI스틸	8260	2	1	2	3	2020
NI스틸	8260	2	1	2	3	2021
NI스틸	8260	1	1	1	2	2022
NI스틸	8260	1	1	1	1	2023
NI스틸	8260	1	1	2	1	2024
OCI	10060	5	5	6	5	2020
OCI	10060	5	4	6	5	2021
OCI	10060	5	4	5	5	2022
OCI홀딩스	10060	5	5	5	5	2023
OCI홀딩스	10060	5	4	6	5	2024
PI첨단소재	178920	4	4	3	4	2021
PI첨단소재	178920	4	4	5	3	2023
PI첨단소재	178920	4	4	5	4	2024
PKC	1340	1	2	1	1	2024
POSCO홀딩스	5490	5	5	5	6	2022
POSCO홀딩스	5490	6	5	6	6	2023
POSCO홀딩스	5490	5	5	6	5	2024
RFHIC	218410	2	1	2	3	2020
RFHIC	218410	2	1	2	3	2021
RFHIC	218410	2	1	1	3	2022
RFHIC	218410	1	1	1	2	2023
RFHIC	218410	1	2	1	1	2024
S&TC	100840	4	3	3	4	2020
S&T모티브	64960	4	3	4	4	2020
S&T중공업	3570	4	4	4	4	2020
S&T홀딩스	36530	4	2	4	4	2020
S-Oil	10950	6	5	6	6	2020
S-Oil	10950	5	4	6	6	2021
S-Oil	10950	5	3	6	6	2022
S-Oil	10950	6	5	6	6	2023
S-Oil	10950	5	4	5	5	2024
SBS	34120	3	2	3	4	2020
SBS	34120	3	1	4	4	2021
SBS	34120	2	1	1	4	2022
SBS	34120	4	4	5	4	2023
SBS	34120	5	4	4	5	2024
SBS미디어홀딩스	101060	3	2	3	3	2020
SBS미디어홀딩스	101060	3	1	4	3	2021
SBS콘텐츠허브	46140	2	1	2	3	2020
SBS콘텐츠허브	46140	3	1	3	3	2021
SBS콘텐츠허브	46140	2	1	1	3	2022
SBS콘텐츠허브	46140	4	3	4	4	2023
SBW생명과학	151910	1	2	1	1	2023
SB성보	3080	1	1	2	2	2024
SFA반도체	36540	2	4	3	2	2021
SFA반도체	36540	1	2	2	1	2022
SFA반도체	36540	1	2	2	1	2023
SFA반도체	36540	1	2	2	1	2024
SGC E&C	16250	2	3	2	2	2023
SGC E&C	16250	2	3	2	2	2024
SGC에너지	5090	4	4	5	4	2021
SGC에너지	5090	4	4	5	4	2022
SGC에너지	5090	4	5	5	3	2023
SGC에너지	5090	3	5	4	2	2024
SGC이테크건설	16250	2	2	2	4	2021
SGC이테크건설	16250	3	3	3	3	2022
SG글로벌	1380	2	2	2	2	2021
SG글로벌	1380	1	1	1	1	2022
SG글로벌	1380	1	2	1	1	2023
SG글로벌	1380	1	2	1	1	2024
SG세계물산	4060	2	1	3	2	2020
SG세계물산	4060	2	1	3	2	2021
SG세계물산	4060	1	1	1	1	2022
SG세계물산	4060	1	1	1	1	2023
SG세계물산	4060	1	1	1	2	2024
SG충방	1380	1	2	2	1	2020
SHD	1770	1	1	1	2	2022
SHD	1770	2	1	1	3	2023
SHD	1770	1	1	1	2	2024
SH에너지화학	2360	2	2	2	4	2020
SH에너지화학	2360	3	3	1	4	2021
SH에너지화학	2360	2	2	1	4	2022
SH에너지화학	2360	2	2	1	3	2023
SH에너지화학	2360	2	2	1	3	2024
SIMPAC	9160	2	2	3	2	2020
SIMPAC	9160	3	3	3	3	2021
SIMPAC	9160	1	1	2	1	2022
SIMPAC	9160	1	2	2	1	2023
SIMPAC	9160	1	2	2	1	2024
SJG세종	33530	1	2	2	1	2024
SK	34730	6	5	6	6	2020
SK	34730	6	6	6	6	2021
SK	34730	6	5	5	6	2022
SK	34730	6	5	6	6	2023
SK	34730	5	5	6	5	2024
SKC	11790	4	4	6	3	2020
SKC	11790	5	5	6	4	2021
SKC	11790	5	4	6	5	2022
SKC	11790	6	6	6	5	2023
SKC	11790	5	5	6	5	2024
SKC 솔믹스	57500	3	3	3	4	2020
SKC코오롱PI	178920	3	2	3	4	2020
SK가스	18670	5	4	6	5	2020
SK가스	18670	5	5	6	5	2021
SK가스	18670	5	5	6	5	2022
SK가스	18670	6	6	6	5	2023
SK가스	18670	5	5	6	5	2024
SK네트웍스	1740	5	4	6	5	2020
SK네트웍스	1740	5	4	6	5	2021
SK네트웍스	1740	5	5	6	4	2022
SK네트웍스	1740	5	5	6	5	2023
SK네트웍스	1740	6	5	6	6	2024
SK디스커버리	6120	5	3	5	5	2020
SK디스커버리	6120	5	5	6	5	2021
SK디스커버리	6120	5	5	6	4	2022
SK디스커버리	6120	5	6	6	5	2023
SK디스커버리	6120	5	5	6	5	2024
SK디앤디	210980	3	2	3	4	2020
SK디앤디	210980	5	5	6	5	2021
SK디앤디	210980	5	5	5	5	2022
SK디앤디	210980	5	5	6	5	2023
SK디앤디	210980	5	5	6	5	2024
SK렌터카	68400	3	3	2	3	2020
SK렌터카	68400	5	4	6	4	2021
SK렌터카	68400	4	5	5	4	2022
SK렌터카	68400	5	6	6	5	2023
SK머티리얼즈	36490	4	3	5	4	2020
SK머티리얼즈	36490	5	5	6	5	2021
SK바이오랜드	52260	3	2	3	4	2020
SK바이오사이언스	302440	5	5	6	5	2022
SK바이오사이언스	302440	5	4	5	5	2023
SK바이오사이언스	302440	5	4	6	5	2024
SK바이오팜	326030	5	4	5	5	2022
SK스퀘어	402340	5	5	6	5	2023
SK스퀘어	402340	6	5	6	6	2024
SK아이이테크놀로지	361610	5	5	6	4	2023
SK아이이테크놀로지	361610	5	5	6	5	2024
SK오션플랜트	100090	3	5	5	2	2023
SK오션플랜트	100090	6	6	6	5	2024
SK이노베이션	96770	5	5	5	5	2020
SK이노베이션	96770					2021
SK이노베이션	96770	5	4	6	6	2022
SK이노베이션	96770	6	5	6	6	2023
SK이노베이션	96770	6	5	6	6	2024
SK케미칼	285130	4	4	5	4	2020
SK케미칼	285130	5	5	6	5	2021
SK케미칼	285130	6	6	6	5	2022
SK케미칼	285130	6	6	6	5	2023
SK케미칼	285130	6	6	6	6	2024
SK텔레콤	17670	5	6	5	5	2020
SK텔레콤	17670	5	5	6	5	2021
SK텔레콤	17670	5	6	5	5	2022
SK텔레콤	17670	5	5	5	5	2023
SK텔레콤	17670	5	5	6	5	2024
SK하이닉스	660	5	5	6	5	2020
SK하이닉스	660	5	4	6	5	2021
SK하이닉스	660	4	4	5	4	2022
SK하이닉스	660	5	5	6	5	2023
SK하이닉스	660	4	5	6	3	2024
SM C&C	48550	1	1	1	1	2024
SM Life Design	63440	1	1	1	1	2024
SNT다이내믹스	3570	2	2	2	2	2023
SNT다이내믹스	3570	2	2	1	2	2024
SNT모티브	64960	3	2	3	4	2021
SNT모티브	64960	2	2	1	3	2022
SNT모티브	64960	2	2	2	2	2023
SNT모티브	64960	2	2	2	2	2024
SNT에너지	100840	3	3	3	3	2021
SNT에너지	100840	2	1	2	2	2022
SNT에너지	100840	1	1	2	1	2023
SNT에너지	100840	2	2	1	3	2024
SNT중공업	3570	3	3	2	3	2021
SNT중공업	3570	2	2	2	3	2022
SNT홀딩스	36530	4	3	3	4	2021
SNT홀딩스	36530	2	2	2	3	2022
SNT홀딩스	36530	3	2	2	4	2023
SNT홀딩스	36530	3	2	1	4	2024
SOOP	67160	2	3	4	2	2023
SOOP	67160	4	3	5	4	2024
SPC삼립	5610	4	3	5	3	2020
SPC삼립	5610	4	3	5	4	2021
SPC삼립	5610	3	2	4	3	2022
SPC삼립	5610	1	2	2	1	2023
SPC삼립	5610	3	3	2	3	2024
STX	11810	3	2	4	3	2020
STX	11810	3	1	3	4	2021
STX	11810	2	1	2	2	2022
STX	11810	2	1	2	2	2023
STX	11810	1	1	2	1	2024
STX엔진	77970	4	4	4	3	2020
STX엔진	77970	4	3	3	4	2021
STX엔진	77970	2	1	3	1	2022
STX엔진	77970	2	2	3	1	2023
STX엔진	77970	1	2	2	1	2024
STX중공업	71970	3	2	4	4	2020
STX중공업	71970	3	2	3	4	2021
STX중공업	71970	2	1	3	3	2022
STX중공업	71970	2	2	2	3	2023
SUN&L	2820	4	3	3	4	2021
SUN&L	2820	2	1	2	3	2022
SUN&L	2820	2	2	2	2	2023
SUN&L	2820	2	2	2	3	2024
TCC스틸	2710	2	3	3	2	2020
TCC스틸	2710	3	3	2	3	2021
TCC스틸	2710	2	2	2	2	2022
TCC스틸	2710	2	4	4	1	2023
TCC스틸	2710	2	3	5	1	2024
TP	7980	1	1	2	1	2023
TP	7980	2	2	2	2	2024
TYM	2900	5	4	6	4	2021
TYM	2900	4	3	4	4	2022
TYM	2900	4	4	5	3	2023
TYM	2900	4	4	5	3	2024
WISCOM	24070	2	2	2	4	2020
WISCOM	24070	2	2	2	4	2021
WISCOM	24070	2	1	1	3	2022
WISCOM	24070	2	2	2	3	2023
WISCOM	24070	2	2	1	2	2024
YG PLUS	37270	3	1	3	3	2020
YG PLUS	37270	2	1	2	3	2021
YG PLUS	37270	1	1	1	1	2022
YG PLUS	37270	1	1	1	1	2023
YG PLUS	37270	1	1	1	1	2024
가온전선	500	4	3	4	4	2020
가온전선	500	4	3	4	4	2021
가온전선	500	3	2	4	4	2022
가온전선	500	4	4	5	3	2023
가온전선	500	3	5	5	2	2024
강남제비스코	860	3	3	2	3	2020
강남제비스코	860	3	3	3	4	2021
강남제비스코	860	2	2	3	3	2022
강남제비스코	860	4	4	4	4	2023
강남제비스코	860	4	5	4	4	2024
강스템바이오텍	217730	2	1	2	3	2020
강원랜드	35250	5	3	5	5	2020
강원랜드	35250	5	4	5	5	2021
강원랜드	35250	5	4	6	5	2022
강원랜드	35250	5	6	6	5	2023
